userID	contactID	date_day	date_month	date_year	date_hour	date_minute	date_second
25074	60654	4	5	2006	16	18	55
25116	17130	14	9	2006	13	53	7
25116	39755	16	8	2006	23	55	22
25253	16394	30	6	2008	18	22	57
25253	16727	7	12	2008	18	13	9
25253	17633	28	4	2008	2	40	20
25253	26261	23	7	2008	23	37	56
25253	33256	10	7	2008	14	13	22
25253	35374	21	4	2008	19	45	3
25253	68932	18	7	2008	20	17	9
25253	87453	4	12	2007	20	23	3
25253	88649	20	1	2008	1	56	30
25253	100111	15	4	2009	3	23	54
25253	103185	21	3	2008	1	48	35
25395	15554	21	1	2008	14	0	25
25395	24510	3	2	2008	11	34	18
25395	24924	23	6	2008	16	45	39
25395	26787	4	2	2008	15	45	45
25395	47696	5	2	2008	6	16	24
25395	51631	4	2	2008	16	7	9
25395	70218	7	2	2008	23	32	14
25395	76931	5	2	2008	3	45	39
25395	106781	3	2	2008	15	58	58
25488	13913	17	4	2009	0	32	27
25488	26623	22	3	2010	23	47	25
25488	35374	28	3	2008	12	12	33
25488	42841	9	6	2008	19	30	41
25488	45897	12	12	2009	22	2	33
25488	67640	12	4	2008	15	24	34
25488	77413	31	1	2008	17	4	0
25488	78721	13	7	2009	4	46	40
25488	80924	6	3	2008	5	37	10
25515	2300	21	9	2009	0	35	8
25515	22791	23	9	2009	23	38	50
25515	24346	21	9	2009	1	17	49
25515	40146	20	9	2009	23	6	24
25515	43204	22	9	2009	12	2	50
25515	54425	24	9	2009	4	57	34
25515	72574	25	9	2009	18	12	50
25515	74053	23	9	2009	19	59	34
25515	81392	22	9	2009	22	0	28
25515	94012	20	9	2009	23	49	27
25702	29455	13	7	2006	13	36	46
25723	16080	12	12	2006	9	51	55
25738	6585	28	9	2008	14	26	57
25738	8691	14	10	2008	12	59	59
25738	32738	28	9	2008	0	28	33
25738	94211	28	9	2008	20	50	59
25795	788	9	9	2010	1	22	36
25795	23849	18	2	2009	11	26	31
25795	30669	2	2	2009	2	0	47
25795	31272	20	11	2009	18	5	48
25795	31503	11	10	2009	12	30	38
25795	37851	17	3	2009	13	50	1
25795	41461	4	9	2009	21	32	22
25795	41911	6	3	2008	4	9	22
25795	44712	18	1	2009	13	29	26
25795	51985	2	10	2008	18	11	16
25795	52177	12	10	2009	0	35	24
25795	62346	5	9	2008	1	38	29
25795	64555	7	4	2009	8	41	11
25795	68174	9	5	2008	6	5	47
25795	75445	3	2	2009	6	59	3
25795	92616	9	1	2009	19	36	52
25795	96951	18	6	2008	21	28	15
25795	100668	2	7	2009	18	20	33
25795	100884	1	12	2008	2	33	50
25795	101946	8	10	2009	23	38	37
25795	102185	15	6	2008	20	33	21
25795	104274	17	11	2008	14	30	4
25795	107636	28	2	2008	7	43	46
25810	15408	4	5	2006	16	18	55
25810	23650	10	4	2007	1	2	29
25810	35089	4	5	2006	16	18	55
25810	36332	21	12	2006	6	36	58
25810	47630	4	5	2006	16	18	55
25810	48330	7	5	2008	14	28	24
25810	68360	14	2	2009	5	33	45
25810	80359	11	4	2008	13	28	53
25835	5046	9	9	2008	17	39	41
25835	21343	1	10	2009	14	5	56
25835	28843	9	10	2008	17	17	19
25835	40324	12	9	2008	20	29	20
25835	44010	9	10	2008	17	17	14
25835	45232	25	9	2008	19	45	8
25835	53410	1	10	2009	14	5	53
25835	54847	11	9	2008	17	2	56
25835	65446	1	10	2009	14	15	27
25835	74379	4	9	2008	20	39	3
25835	83181	1	10	2009	14	2	16
25835	87693	9	10	2008	17	25	32
25835	90925	1	10	2009	14	7	11
25835	92341	1	10	2009	14	10	46
25835	96313	1	10	2009	14	7	45
25835	102379	1	10	2009	14	4	0
25936	2437	4	4	2008	11	41	14
25936	11428	3	3	2007	18	24	9
25936	17807	30	10	2006	18	21	15
25936	35289	23	8	2006	12	26	5
25936	50323	21	6	2007	4	53	31
25936	64050	20	9	2007	13	27	24
25936	96588	25	6	2007	15	19	22
26018	10949	8	3	2008	9	0	23
26018	59557	7	3	2008	9	30	31
26018	81597	15	5	2008	15	11	10
26018	93437	31	5	2008	22	32	48
26018	104231	7	3	2008	9	38	59
26036	1933	4	8	2006	10	45	55
26036	11996	13	9	2007	7	25	35
26036	28803	15	9	2006	4	8	52
26036	48330	7	5	2008	14	28	41
26036	66388	11	10	2007	20	40	37
26183	5584	12	8	2007	21	57	37
26183	20462	9	3	2008	12	38	14
26183	41072	23	5	2007	14	35	13
26183	62713	5	12	2007	21	30	15
26183	72718	25	5	2007	11	8	20
26200	4911	22	8	2007	15	41	22
26200	38579	26	2	2007	5	6	5
26200	39375	1	3	2007	15	36	41
26200	39593	4	6	2007	6	3	31
26200	40878	5	3	2007	23	35	24
26200	50012	4	3	2008	20	40	54
26200	50732	11	5	2007	12	22	22
26200	51757	11	8	2007	5	43	6
26200	64395	30	6	2007	5	2	26
26200	69717	3	7	2007	20	6	41
26200	84469	21	7	2007	3	26	48
26200	93114	18	10	2007	2	43	46
26200	105373	24	2	2007	17	46	35
26261	16394	26	10	2007	15	58	13
26261	25253	30	6	2008	23	58	41
26261	35374	20	1	2008	18	45	20
26261	36829	31	10	2009	11	59	36
26261	42841	21	2	2008	16	28	39
26261	68932	17	7	2008	0	0	38
26261	69167	10	4	2007	11	28	20
26261	85755	20	11	2007	0	49	32
26261	88649	14	5	2008	1	2	17
26261	100111	29	3	2008	11	9	39
26261	105986	3	7	2008	2	57	32
26261	107171	10	11	2008	18	43	54
26305	9469	6	3	2008	17	49	48
26305	11713	1	1	2009	3	25	22
26305	57681	1	5	2007	16	32	38
26333	3539	25	10	2006	14	23	23
26333	37475	2	9	2007	21	42	0
26333	50628	18	8	2006	23	33	17
26333	58771	8	8	2007	20	0	15
26333	107072	15	12	2006	19	50	1
26497	14386	6	10	2007	0	49	53
26497	14426	6	12	2007	20	43	22
26497	19009	19	5	2007	17	44	40
26497	51488	8	9	2007	11	16	35
26497	101038	5	6	2007	1	1	40
26497	102977	1	8	2007	18	17	5
26550	12476	7	10	2006	15	17	20
26550	21733	23	10	2007	17	46	17
26550	22681	7	4	2008	13	44	19
26550	58088	16	10	2006	12	26	25
26550	70497	2	5	2008	21	45	0
26550	103884	12	5	2007	15	0	45
26579	3122	6	5	2007	15	35	20
26579	26876	6	7	2006	23	26	53
26579	36075	3	4	2007	19	43	50
26579	76885	28	11	2006	21	2	22
26579	81344	4	5	2006	16	18	55
26579	95023	7	7	2008	15	29	22
26579	106060	30	4	2008	12	42	26
26623	25488	23	1	2009	22	23	33
26623	29415	5	11	2006	22	40	1
26623	46715	4	6	2007	8	19	27
26623	77413	27	10	2006	17	52	23
26642	2487	14	7	2009	2	26	1
26642	9145	31	1	2010	9	37	52
26642	44451	16	4	2008	10	43	1
26642	63896	20	2	2010	5	34	12
26642	96249	5	3	2008	12	49	41
26642	103522	4	3	2008	16	20	14
26654	14579	23	5	2007	4	25	44
26654	36332	29	8	2006	16	52	19
26654	46970	5	9	2006	1	33	8
26654	54153	4	5	2006	16	18	55
26679	10425	3	4	2007	0	23	7
26679	41505	12	2	2007	13	51	12
26679	53668	7	12	2007	0	56	44
26679	69355	19	10	2007	2	13	37
26679	82093	14	5	2008	22	49	43
26679	83527	18	2	2007	8	4	11
26679	92017	12	4	2007	2	7	5
26679	96426	24	2	2008	16	6	34
26747	13320	1	5	2008	5	8	27
26747	18924	1	5	2008	1	48	12
26747	44758	18	5	2008	6	33	32
26747	45524	28	4	2008	7	0	46
26747	68536	6	5	2008	9	30	24
26747	84568	1	5	2008	5	31	43
26747	102867	1	5	2008	5	30	57
26787	15554	21	1	2008	14	0	14
26787	24510	3	2	2008	11	36	47
26787	25395	4	2	2008	12	56	55
26787	47778	4	2	2008	18	33	30
26787	51631	4	2	2008	16	6	58
26787	56684	9	2	2008	6	53	14
26787	70218	7	2	2008	23	31	17
26787	106781	3	2	2008	15	58	45
26876	3122	6	5	2007	15	37	42
26876	26579	29	5	2006	15	46	4
26876	76885	15	9	2006	6	50	26
26876	98048	31	1	2009	17	46	31
26937	8315	15	10	2010	12	55	36
26937	19334	15	10	2010	12	51	42
26937	32016	15	10	2010	12	56	9
26937	48618	15	10	2010	12	58	5
26937	83954	15	10	2010	13	1	49
26954	970	29	1	2008	17	42	52
26954	39694	21	1	2008	23	49	46
26954	41610	22	1	2008	0	55	27
26954	54333	21	1	2008	22	11	25
26954	63930	22	1	2008	17	2	27
26974	12074	8	9	2008	18	19	12
26974	61588	8	9	2008	18	19	11
26974	65800	8	9	2008	18	18	6
26974	67762	8	9	2008	18	18	35
26974	79967	8	9	2008	18	19	5
26974	103256	8	9	2008	18	18	3
27006	16394	8	2	2007	14	5	4
27006	33328	30	3	2007	7	28	7
27006	33804	31	12	2006	15	4	27
27006	60064	5	8	2007	11	35	28
27006	66011	30	10	2007	9	59	47
27006	89391	29	3	2007	8	41	48
27025	17187	17	2	2010	11	44	28
27025	24242	16	2	2010	22	44	59
27025	48485	16	2	2010	22	40	31
27025	61308	16	2	2010	22	43	12
27025	65038	16	2	2010	22	29	21
27025	78703	16	2	2010	22	25	36
27025	91110	16	2	2010	22	25	57
27065	12804	28	10	2008	14	29	0
27065	15991	21	5	2008	15	54	13
27065	50064	1	1	2010	22	34	14
27065	86086	1	9	2008	13	25	37
27143	12353	4	5	2006	16	18	55
27143	15408	4	5	2006	16	18	55
27143	17340	10	12	2007	22	45	4
27143	32282	5	11	2007	0	40	54
27143	37786	4	5	2006	16	18	55
27143	50323	24	1	2008	9	4	10
27143	65423	5	6	2006	17	20	34
27143	66388	19	10	2007	8	41	31
27143	80683	9	1	2008	0	3	16
27143	81597	4	5	2006	16	18	55
27143	83001	4	5	2006	16	18	55
27143	84229	29	10	2007	19	1	17
27143	92968	31	10	2007	4	21	25
27143	96154	25	9	2007	3	33	33
27166	8216	20	4	2008	12	18	58
27166	80924	6	3	2008	5	37	55
27166	82395	29	11	2007	14	28	31
27166	89391	3	2	2008	22	23	19
27166	104003	27	8	2007	14	23	45
27181	3337	30	6	2008	8	40	36
27181	3646	3	3	2008	12	31	22
27181	55034	26	11	2008	16	55	49
27181	70048	13	7	2007	15	56	13
27229	485	6	11	2006	0	42	48
27229	40958	3	10	2006	16	23	8
27229	49978	13	11	2006	1	46	28
27229	64738	16	10	2006	19	39	54
27229	84972	17	8	2006	2	9	10
27229	89549	24	2	2007	21	1	57
27229	91516	27	8	2006	22	33	24
27275	14735	28	12	2006	15	5	1
27275	61434	14	11	2006	22	57	56
27275	62825	28	4	2007	11	49	32
27275	84023	19	11	2006	15	20	15
27380	33703	29	7	2008	20	50	24
27380	38271	25	4	2007	21	40	54
27380	39091	11	2	2007	16	10	21
27421	147	26	9	2007	2	34	18
27421	31053	25	9	2007	23	15	54
27421	50538	25	9	2007	23	15	55
27421	54173	25	9	2007	23	15	50
27421	60219	25	9	2007	23	15	54
27421	73561	25	9	2007	23	16	17
27421	75061	25	9	2007	23	15	53
27421	90442	25	9	2007	23	15	51
27443	12205	28	12	2006	14	44	15
27443	14206	13	11	2006	0	47	11
27443	17430	28	11	2006	2	7	41
27443	19071	24	11	2006	19	54	0
27443	33746	16	2	2009	18	52	26
27443	37186	10	11	2006	0	4	23
27443	39593	3	1	2007	2	36	5
27443	39642	19	1	2007	4	58	17
27443	43502	30	9	2006	17	2	30
27443	45212	6	11	2006	10	8	22
27443	46549	24	10	2007	10	1	0
27443	48054	5	11	2006	20	4	30
27443	50732	2	11	2006	5	4	20
27443	64395	27	10	2006	3	59	3
27443	85410	4	12	2006	23	38	3
27443	103491	27	4	2007	1	22	19
27466	4135	2	10	2010	19	39	52
27466	17684	9	10	2010	22	48	14
27466	32715	30	9	2010	21	46	3
27466	58923	5	10	2010	21	10	8
27466	71907	3	10	2010	23	32	39
27466	72255	30	9	2010	22	32	29
27466	107521	30	9	2010	5	9	13
27541	9402	1	8	2007	16	9	35
27541	24404	2	2	2007	0	4	17
27541	57122	6	4	2007	14	0	51
27541	66198	7	1	2007	6	16	24
27541	69602	4	5	2006	16	18	55
27541	73317	3	11	2006	13	40	7
27541	77527	22	12	2006	17	27	41
27541	99207	23	2	2009	0	15	4
27541	102420	20	8	2006	16	9	48
27624	2151	12	3	2008	20	34	20
27624	10691	16	7	2009	18	12	59
27624	11996	25	6	2008	13	6	36
27624	30040	14	12	2008	10	46	57
27624	36332	6	12	2008	10	28	29
27624	37950	1	10	2008	16	11	4
27624	39968	2	12	2008	15	13	29
27624	44382	5	4	2008	23	54	53
27624	46766	30	1	2009	17	56	8
27624	48330	10	10	2008	15	44	56
27624	53464	13	1	2009	23	36	2
27624	66388	22	2	2009	13	2	13
27624	79706	9	5	2008	11	37	4
27624	80359	9	3	2009	11	44	46
27624	83070	27	12	2008	1	47	47
27624	84791	23	1	2009	21	24	58
27624	89869	1	7	2008	15	45	34
27624	99379	16	2	2010	9	45	22
27640	12874	12	10	2007	3	47	8
27640	30103	22	11	2007	8	50	25
27640	54307	4	11	2007	14	47	28
27640	69062	29	1	2008	1	52	38
27640	79205	22	8	2007	19	37	28
27640	99345	24	7	2007	2	2	34
27697	9796	4	5	2006	16	18	55
27697	35541	16	5	2006	15	46	1
27697	72179	8	9	2006	3	1	40
27697	99392	8	11	2006	20	12	20
27706	8016	4	8	2009	7	11	38
27706	22005	3	8	2009	19	30	54
27706	66428	3	8	2009	19	32	7
27706	71831	3	8	2009	19	30	16
27706	79744	3	8	2009	19	44	46
27706	80502	3	8	2009	19	31	17
27748	14677	21	8	2006	19	52	18
27748	16602	2	12	2006	2	47	59
27748	49896	13	9	2007	15	39	28
27748	50195	9	9	2006	2	20	34
27748	54691	3	3	2009	19	41	30
27748	59890	25	7	2006	11	19	38
27748	63248	14	9	2008	4	31	28
27748	68737	3	8	2006	19	40	42
27748	98784	15	6	2007	16	45	34
27748	101787	4	5	2006	16	18	55
27832	11699	26	8	2010	14	37	25
27832	39755	2	1	2008	19	19	58
27832	60690	5	4	2009	12	24	4
27832	88649	23	11	2007	16	22	7
27910	8775	6	8	2008	13	53	15
27910	29415	16	7	2008	18	22	14
27910	35374	3	5	2008	0	32	1
27910	36844	20	3	2008	22	35	37
27910	61713	26	11	2008	23	35	38
27910	74225	31	8	2008	17	12	12
27910	74254	5	8	2008	4	14	28
27910	86012	4	6	2008	15	24	48
27910	87453	26	8	2008	14	19	14
27910	105986	8	3	2009	16	25	13
27910	107171	18	7	2008	20	4	25
27926	23595	13	4	2009	14	18	13
27926	78592	23	4	2010	19	24	4
27926	89391	21	4	2010	23	56	16
27994	11690	6	1	2009	18	13	37
27994	18666	6	1	2009	17	41	40
27994	19500	6	1	2009	17	34	15
27994	31020	6	1	2009	17	43	59
27994	33625	6	1	2009	17	40	21
27994	44917	6	1	2009	17	47	40
27994	66844	6	1	2009	17	37	5
27994	70182	6	1	2009	17	42	35
27994	80991	6	1	2009	17	43	29
27994	98963	6	1	2009	17	37	22
27994	99026	6	1	2009	17	46	12
28049	5108	31	1	2009	18	12	53
28049	48054	17	6	2007	5	25	29
28049	49104	20	6	2007	0	1	1
28049	49896	3	5	2007	13	5	40
28049	51757	4	12	2007	1	41	44
28049	64120	30	5	2008	6	13	15
28049	70991	6	10	2007	18	40	22
28049	72563	5	1	2008	21	13	28
28049	86217	20	1	2008	18	10	34
28049	91262	29	1	2008	2	21	37
28049	108035	29	7	2007	1	11	10
28061	302	26	2	2007	11	22	22
28061	8232	29	8	2006	12	30	25
28115	788	10	7	2009	16	14	9
28115	1423	7	4	2010	19	44	7
28115	21566	28	5	2009	20	22	37
28115	23849	19	5	2009	6	29	59
28115	41461	18	6	2009	22	46	24
28115	44166	1	6	2009	10	1	14
28115	51985	15	9	2009	14	30	56
28115	52177	27	7	2009	4	17	11
28115	53624	30	7	2009	3	31	57
28115	55395	3	7	2009	4	41	54
28115	60597	19	10	2009	19	16	34
28115	63285	14	9	2009	19	27	25
28115	70831	15	6	2009	4	19	6
28115	75445	19	5	2009	18	59	56
28115	83503	19	12	2009	22	52	4
28115	100668	4	8	2009	4	35	46
28115	100884	22	5	2009	18	48	46
28115	107636	28	9	2009	21	18	51
28153	1557	12	5	2008	19	37	19
28153	2934	10	3	2008	10	33	33
28153	28870	7	4	2008	4	22	27
28153	51543	6	7	2008	2	49	13
28153	65563	24	3	2008	17	11	0
28153	84229	8	5	2008	17	53	33
28153	87615	9	4	2008	22	28	41
28153	91730	31	7	2008	18	44	1
28153	107361	3	2	2008	0	46	24
28206	6157	19	2	2007	23	47	16
28206	6796	29	7	2009	8	1	57
28206	8612	15	5	2007	6	51	5
28206	12587	25	5	2006	9	53	54
28206	44368	16	8	2006	0	42	45
28219	15583	10	9	2010	1	42	56
28219	29627	10	9	2010	0	18	28
28219	32724	10	9	2010	0	15	47
28219	40647	10	9	2010	0	15	54
28219	48597	10	9	2010	0	26	35
28219	64579	10	9	2010	0	18	3
28219	76912	10	9	2010	0	15	48
28219	83318	10	9	2010	0	15	1
28219	107755	10	9	2010	0	25	28
28336	12299	24	12	2009	14	57	30
28336	35010	23	12	2009	18	47	28
28336	41461	28	8	2009	3	34	22
28336	52177	18	8	2009	17	4	25
28336	52355	16	7	2010	15	42	45
28336	59979	12	3	2009	1	30	35
28336	60597	21	8	2009	9	33	32
28336	100884	21	9	2009	2	8	40
28371	8	7	10	2010	19	21	16
28371	13102	5	10	2010	1	0	19
28371	24770	21	10	2010	23	43	20
28371	40306	4	10	2010	2	27	15
28371	85279	16	10	2010	7	57	56
28371	94895	4	10	2010	2	8	17
28371	106690	5	10	2010	13	4	15
28459	4911	23	10	2009	23	29	5
28459	6652	16	12	2008	20	25	0
28459	7212	29	7	2009	11	12	38
28459	12205	23	3	2009	12	30	58
28459	36332	24	12	2008	6	31	18
28459	37186	8	10	2008	19	31	52
28459	39593	10	8	2008	16	37	55
28459	68086	5	10	2008	19	53	17
28459	70991	4	4	2008	18	7	5
28459	77247	1	10	2008	17	1	0
28459	80282	28	3	2009	22	33	32
28459	84469	30	7	2009	2	6	45
28459	86388	7	4	2009	19	48	32
28459	86468	27	1	2009	18	37	15
28459	91262	4	4	2008	3	17	19
28459	95033	6	1	2009	19	30	33
28526	2611	20	6	2009	1	10	44
28526	32415	6	6	2009	21	38	11
28526	32617	6	6	2009	21	35	42
28526	37243	20	6	2009	1	20	27
28526	39359	20	6	2009	1	17	56
28526	40387	20	6	2009	1	28	42
28526	42950	15	6	2009	18	4	40
28526	53194	11	6	2009	1	16	8
28526	62254	20	6	2009	1	19	36
28526	62461	6	6	2009	21	47	52
28526	67984	6	6	2009	21	50	10
28526	69459	16	6	2009	5	3	29
28526	71011	20	6	2009	1	10	52
28526	72631	20	6	2009	1	14	59
28526	75507	9	6	2009	16	8	52
28526	83039	20	6	2009	1	19	34
28526	84521	20	6	2009	1	20	32
28526	91638	10	6	2009	14	25	59
28526	102014	7	6	2009	22	52	13
28539	4031	23	1	2010	18	16	15
28539	20949	26	9	2008	15	47	56
28539	46674	26	1	2009	2	11	32
28539	47951	26	9	2008	21	9	58
28539	60735	28	9	2008	14	51	42
28539	63896	26	9	2008	16	4	21
28539	65215	26	9	2008	15	50	5
28550	8794	15	6	2010	17	44	0
28550	34652	12	6	2010	2	6	7
28550	73580	14	6	2010	15	39	50
28550	92383	16	6	2010	15	3	7
28564	3568	16	12	2006	20	36	22
28564	54772	29	8	2006	9	47	45
28564	69797	14	8	2006	12	6	27
28564	101819	4	10	2006	10	37	34
28594	9928	28	5	2008	21	21	0
28594	9985	6	2	2008	11	30	58
28594	22054	1	5	2007	21	38	37
28594	44568	25	5	2007	10	57	33
28594	53104	27	7	2007	12	59	44
28594	62938	19	6	2008	11	21	6
28594	66681	15	3	2008	15	0	10
28594	73797	20	3	2008	13	56	7
28594	93463	27	8	2007	22	56	30
28594	94482	7	2	2008	23	42	13
28594	96288	16	5	2007	11	8	34
28594	96766	13	10	2007	15	47	56
28623	11690	4	12	2007	15	17	20
28623	17829	4	12	2007	15	15	23
28623	106201	4	12	2007	15	8	19
28674	16834	4	5	2006	16	18	55
28674	32059	4	5	2006	16	18	55
28674	32542	4	5	2006	16	18	55
28674	58300	4	5	2006	16	18	55
28674	65900	4	5	2006	16	18	55
28674	69405	4	5	2006	16	18	55
28674	70255	17	6	2006	18	16	18
28674	84552	4	5	2006	16	18	55
28803	11896	4	5	2006	16	18	55
28803	13713	25	7	2006	9	46	10
28803	26036	4	5	2006	16	18	55
28803	33703	25	9	2006	10	47	10
28803	46766	12	1	2009	22	28	58
28803	53464	4	5	2006	16	18	55
28803	86730	10	2	2007	12	57	14
28803	86875	22	3	2007	16	2	46
28803	89454	15	8	2006	10	44	25
28843	5046	9	10	2008	17	30	30
28843	21343	1	10	2009	14	6	30
28843	25835	9	10	2008	17	14	19
28843	40324	1	10	2009	14	1	27
28843	44010	9	10	2008	17	27	13
28843	45232	1	10	2009	14	1	6
28843	54847	9	10	2008	17	33	8
28843	62997	1	10	2009	14	6	29
28843	65446	1	10	2009	14	6	42
28843	74379	4	9	2008	20	38	44
28843	83181	1	10	2009	14	9	38
28843	87693	9	10	2008	17	21	44
28843	90925	1	10	2009	14	7	3
28843	92341	9	10	2008	19	31	52
28843	96313	1	10	2009	14	7	25
28843	102379	1	10	2009	14	3	49
28870	8775	19	8	2008	0	26	22
28870	28153	6	4	2008	23	15	47
28870	29415	16	4	2007	19	50	3
28870	30261	20	4	2007	20	3	4
28870	34860	27	1	2007	18	21	16
28870	43164	5	11	2006	22	54	34
28870	56885	5	2	2007	11	21	27
28870	84365	20	7	2007	22	0	56
28870	85755	19	9	2007	19	21	30
28870	88706	4	2	2007	4	34	21
28870	89201	6	11	2006	0	49	12
28870	102977	15	5	2007	14	39	31
28870	107361	16	7	2007	11	12	8
29167	13366	9	12	2006	14	33	47
29167	15260	10	4	2007	2	31	17
29167	16394	5	4	2007	15	33	23
29167	18588	21	12	2006	17	7	52
29167	29415	4	10	2006	23	41	21
29167	30261	30	5	2007	2	39	52
29167	67063	9	2	2009	19	21	52
29167	80924	11	9	2007	22	23	38
29167	86012	25	3	2008	2	55	45
29167	98097	15	3	2009	7	22	39
29167	100111	13	9	2008	12	52	22
29167	106147	4	12	2006	18	25	50
29415	2831	10	8	2009	19	14	26
29415	5323	27	12	2007	16	50	41
29415	8775	1	4	2008	2	38	15
29415	10253	5	11	2007	12	20	1
29415	12417	28	4	2007	2	59	32
29415	13251	24	1	2008	19	59	57
29415	13913	17	11	2007	3	46	44
29415	16153	27	11	2008	3	30	24
29415	16394	15	11	2006	16	12	57
29415	16727	23	3	2008	15	44	20
29415	17633	20	2	2008	20	28	7
29415	17659	24	1	2009	7	16	23
29415	19222	8	1	2007	23	49	7
29415	19622	10	3	2007	18	41	44
29415	24571	27	12	2007	19	24	11
29415	26623	17	1	2007	21	59	1
29415	27910	17	7	2008	2	45	52
29415	28870	17	4	2007	4	53	18
29415	29167	28	10	2006	1	17	43
29415	30261	20	4	2007	20	3	24
29415	33328	23	3	2007	10	16	27
29415	34047	3	7	2007	14	26	0
29415	34860	11	10	2007	2	30	0
29415	35374	25	9	2010	18	58	41
29415	35440	4	12	2006	15	1	17
29415	35646	12	3	2008	8	46	37
29415	36844	29	5	2008	18	22	27
29415	37213	28	2	2008	7	6	28
29415	39164	27	6	2007	7	46	11
29415	41183	18	11	2007	1	47	23
29415	42074	28	3	2008	17	7	39
29415	42841	21	2	2008	16	31	30
29415	43978	6	5	2007	5	34	4
29415	44334	26	3	2008	12	47	1
29415	47923	25	9	2007	17	36	16
29415	50698	26	11	2007	4	36	30
29415	51488	21	12	2006	1	39	0
29415	54916	4	9	2007	9	28	13
29415	60654	24	11	2006	18	38	26
29415	60840	30	12	2006	0	36	33
29415	61713	23	9	2008	2	35	55
29415	66824	12	10	2009	23	50	55
29415	67528	5	1	2008	17	52	58
29415	72465	3	2	2008	16	12	8
29415	73360	1	4	2007	21	31	24
29415	74843	16	7	2008	14	50	29
29415	75927	26	11	2007	18	57	16
29415	76447	3	10	2007	14	44	15
29415	77413	27	6	2007	15	33	13
29415	78238	25	3	2007	21	29	45
29415	78674	4	1	2008	17	39	19
29415	82630	23	3	2008	6	48	52
29415	85755	19	9	2007	19	21	6
29415	87453	4	12	2007	20	19	23
29415	88649	29	11	2006	14	26	51
29415	91998	23	7	2007	18	42	14
29415	92465	23	4	2007	14	48	43
29415	97582	23	3	2007	10	37	28
29415	98870	25	3	2007	1	11	53
29415	100111	28	1	2007	4	21	30
29415	103185	13	10	2007	3	41	38
29415	107686	18	1	2007	21	11	55
29427	4717	20	2	2007	21	0	10
29427	15728	14	2	2007	17	19	18
29427	34764	14	3	2007	19	28	58
29455	57	26	6	2008	18	32	34
29455	2487	27	3	2007	5	40	44
29455	4031	13	5	2007	11	34	6
29455	5024	10	10	2010	15	52	0
29455	7865	26	3	2010	6	45	49
29455	9145	13	11	2007	14	18	48
29455	9152	3	8	2009	11	55	56
29455	10313	12	6	2010	12	59	33
29455	25702	4	5	2006	16	18	55
29455	41461	9	8	2010	20	28	29
29455	43070	19	6	2006	14	42	39
29455	45129	4	5	2006	16	18	55
29455	47053	16	11	2007	5	24	51
29455	65215	16	11	2007	17	21	19
29455	94089	10	9	2007	5	52	48
29455	101946	3	6	2010	15	46	58
29480	14386	10	9	2008	22	11	30
29480	20235	10	9	2008	22	13	45
29480	31429	10	9	2008	21	44	16
29480	46901	17	9	2008	20	13	21
29480	51114	10	9	2008	21	43	27
29480	78214	10	9	2008	21	43	34
29480	97600	15	10	2008	20	28	20
29480	104316	10	9	2008	22	20	11
29509	7843	4	3	2009	19	16	26
29509	59756	9	3	2009	13	14	45
29509	101038	19	3	2009	4	5	18
29555	4031	28	11	2007	7	21	14
29555	5024	14	11	2008	1	7	21
29555	9145	24	8	2009	6	52	29
29555	20949	20	5	2009	1	49	58
29555	22526	1	5	2008	12	34	58
29555	47951	26	9	2008	21	11	25
29555	61034	19	5	2010	7	56	17
29555	65215	13	2	2008	16	0	15
29555	66198	4	9	2009	2	28	36
29555	75015	11	10	2007	7	27	56
29555	75391	8	3	2008	20	47	40
29555	84229	22	10	2008	15	49	49
29555	105714	2	9	2009	11	16	4
29627	15583	10	9	2010	1	44	37
29627	28219	10	9	2010	0	27	53
29627	32724	10	9	2010	0	26	22
29627	40647	10	9	2010	0	10	35
29627	48597	10	9	2010	0	25	41
29627	64579	10	9	2010	0	24	45
29627	76912	10	9	2010	0	26	17
29627	83318	10	9	2010	0	24	3
29627	107755	10	9	2010	0	27	39
29658	336	10	2	2010	6	56	13
29658	3337	7	11	2007	9	34	45
29658	21307	18	8	2008	15	35	34
29658	81511	19	12	2006	17	37	58
29712	8351	13	8	2007	10	24	13
29712	46220	14	12	2007	19	4	8
29712	60654	2	12	2007	13	52	51
29712	68693	13	3	2008	22	44	28
29712	86141	13	6	2008	1	28	6
29712	87302	17	2	2008	10	48	42
29712	100111	24	1	2010	2	52	17
29888	9469	10	12	2006	22	49	17
29888	19433	12	6	2006	16	9	12
29888	73253	6	4	2008	18	27	7
29921	4031	15	7	2007	18	31	50
29921	10313	21	11	2007	19	55	22
29921	43070	15	5	2008	17	16	15
29921	45129	19	8	2007	17	57	43
29921	65215	26	9	2008	16	22	51
29921	69602	17	8	2006	6	10	13
29921	77527	22	12	2006	17	26	20
29921	94089	28	9	2007	5	14	32
29949	12366	27	11	2009	13	39	25
29949	34183	27	11	2009	13	39	19
29949	49850	27	11	2009	13	34	46
29949	96883	27	11	2009	13	39	21
29949	98483	27	11	2009	13	39	13
29949	105751	27	11	2009	13	28	1
30018	15991	14	6	2010	20	50	20
30018	20614	8	11	2007	8	23	24
30018	35089	4	5	2006	16	18	55
30018	48810	11	11	2006	16	3	26
30018	65423	14	5	2006	14	52	30
30018	70991	2	7	2006	15	10	33
30040	3337	24	8	2008	21	57	31
30040	27624	13	12	2008	17	32	21
